CustomerID,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity
1436,38,Male,Hyderabad,Low,Doctor,Yes,3,High
1437,49,Female,Hyderabad,Middle,Engineer,Yes,4,Medium
1438,55,Male,Bengaluru,Low,Student,No,0,Low
1439,41,Female,Bengaluru,Middle,Freelancer,No,0,High
1440,49,Female,Bengaluru,Low,Engineer,Yes,8,Medium
1441,46,Male,Pune,Middle,Engineer,Yes,2,Medium
1442,25,Male,Pune,Middle,Doctor,Yes,9,Medium
1443,42,Male,Hyderabad,Middle,Freelancer,Yes,3,High
1444,57,Male,Ahmedabad,Middle,Doctor,Yes,1,Medium
1445,59,Male,Bengaluru,Low,Teacher,Yes,5,Low
1446,53,Male,Delhi,High,Analyst,Yes,1,Low
1447,22,Male,Ahmedabad,High,Manager,No,0,Medium
1448,35,Female,Kolkata,Middle,Business,Yes,8,Medium
1449,37,Male,Delhi,Middle,Teacher,No,0,Low
1450,52,Male,Kolkata,Middle,Designer,Yes,1,Medium
1451,62,Male,Ahmedabad,Low,Engineer,No,0,Medium
1452,57,Male,Hyderabad,High,Teacher,Yes,4,Medium
1453,23,Male,Hyderabad,Middle,Student,Yes,9,Medium
1454,22,Female,Hyderabad,Low,Doctor,Yes,5,Low
1455,26,Male,Mumbai,Middle,Doctor,No,0,Low
1456,52,Male,Ahmedabad,Low,Doctor,No,0,High
1457,41,Female,Chennai,Middle,Freelancer,Yes,4,Medium
1458,50,Female,Pune,Low,Engineer,Yes,7,Medium
1459,31,Female,Hyderabad,High,Engineer,No,0,Medium
1460,41,Male,Ahmedabad,Middle,Business,No,0,Low
1461,25,Female,Pune,Low,Engineer,No,0,Low
1462,21,Female,Kolkata,Low,Business,No,0,Medium
1463,20,Female,Delhi,Low,Freelancer,Yes,7,Medium
1464,40,Female,Pune,High,Teacher,No,0,High
1465,19,Female,Delhi,Low,Engineer,No,0,Medium
1466,53,Female,Kolkata,Middle,Freelancer,No,0,Medium
1467,34,Male,Pune,Low,Doctor,Yes,4,Low
1468,23,Female,Delhi,High,Doctor,No,0,Low
1469,41,Female,Chennai,Low,Doctor,Yes,10,Low
1470,29,Female,Ahmedabad,Middle,Freelancer,Yes,1,Medium
1471,31,Female,Mumbai,Middle,Business,No,0,Low
1472,29,Female,Bengaluru,Low,Teacher,No,0,Low
1473,58,Male,Mumbai,Low,Student,No,0,Medium
1474,29,Male,Hyderabad,Middle,Student,No,0,Medium
1475,63,Female,Delhi,High,Teacher,No,0,Low
1476,40,Male,Hyderabad,Low,Teacher,No,0,Low
1477,38,Male,Kolkata,Middle,Doctor,No,0,Medium
1478,27,Female,Chennai,Low,Business,No,0,Medium
1479,36,Male,Delhi,Middle,Engineer,Yes,1,Low
1480,56,Female,Hyderabad,Low,Designer,Yes,9,High
1481,55,Male,Mumbai,Low,Teacher,No,0,Medium
1482,54,Female,Mumbai,Middle,Freelancer,No,0,Medium
1483,21,Female,Pune,Middle,Teacher,No,0,Medium
1484,54,Female,Hyderabad,Low,Business,Yes,4,High
1485,38,Female,Chennai,Middle,Engineer,Yes,4,Medium
1486,40,Male,Ahmedabad,Middle,Designer,Yes,6,Medium
1487,32,Male,Kolkata,Middle,Manager,No,0,Low
1488,56,Female,Kolkata,Low,Freelancer,Yes,6,Low
1489,27,Male,Ahmedabad,Middle,Student,No,0,High
1490,28,Female,Mumbai,Low,Manager,Yes,9,Medium
1491,20,Male,Kolkata,High,Designer,Yes,3,High
1492,40,Female,Mumbai,Low,Analyst,No,0,Low
1493,39,Male,Mumbai,Middle,Analyst,No,0,High
1494,46,Female,Pune,High,Business,No,0,Medium
1495,62,Male,Bengaluru,Low,Student,Yes,10,High
1496,55,Female,Ahmedabad,Middle,Manager,No,0,Medium
1497,50,Female,Chennai,Middle,Student,Yes,2,Low
1498,54,Female,Pune,Middle,Analyst,No,0,Medium
1499,42,Male,Kolkata,Low,Freelancer,Yes,3,Low
1500,35,Female,Bengaluru,Middle,Engineer,No,0,Low
