TransactionID,CustomerID,ProductID,ScarcityMessage,CountdownTimer,RecommendedLabel,InfluencerCampaign,FreeShipping,TrendingBadge,Purchased,Quantity,FinalAmount,DecisionTimeMinutes,Decision_Speed,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity,Age_Group,Years_As_Customer_Range,Category,Brand,OriginalPrice,CurrentPrice,Rating,ReviewCount,Discount_Percentage
9339,1040,242,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,24.29,Medium,62,Male,Delhi,Low,Manager,No,0,Medium,Seniors,New Customer,Books,Oxford,32501,32501,3.7,2866,0
9340,411,262,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,24035.4,4.49,Fast,42,Female,Pune,Middle,Business,Yes,4,High,Mid Career,3-5 Years,Books,Penguin,40059,24035.4,4,3527,40
9341,1028,165,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,2,84139.2,7.4,Fast,57,Male,Chennai,High,Manager,Yes,1,Low,Seniors,1-2 Years,Home,Philips,46744,42069.6,4.5,3631,10
9342,237,84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,14.46,Medium,47,Female,Ahmedabad,High,Business,Yes,6,Low,Mature Adults,6-10 Years,Fashion,H&M,24927,23680.65,4.6,5914,5
9343,674,69,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2,34874.5,14.05,Medium,57,Female,Bengaluru,Low,Engineer,Yes,4,Low,Seniors,3-5 Years,Fashion,Nike,18355,17437.25,4,1920,5
9344,460,290,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,4,158228,9.83,Fast,54,Male,Pune,Middle,Designer,Yes,4,Medium,Mature Adults,3-5 Years,Books,HarperCollins,49440,39552,3.7,4558,20
9345,1489,151,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,13.47,Medium,27,Male,Ahmedabad,Middle,Student,No,0,High,Young Adult,New Customer,Home,Milton,14510,12333.5,4,1491,15
9346,53,279,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,30229.2,5.71,Fast,45,Male,Pune,Middle,Student,No,0,Medium,Mid Career,New Customer,Books,Pearson,16794,15114.6,4.1,1721,10
9347,1286,167,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,11.84,Medium,62,Male,Ahmedabad,High,Manager,Yes,2,Medium,Seniors,1-2 Years,Home,Ikea,4173,2503.8,4.3,1281,40
9348,422,161,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1,28533.6,19.81,Medium,38,Female,Mumbai,Low,Analyst,Yes,3,High,Mid Career,3-5 Years,Home,Ikea,47556,28533.6,4.3,3571,40
9349,55,22,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,4,50765.4,8.16,Fast,22,Male,Pune,High,Freelancer,No,0,Medium,Gen Z,New Customer,Electronics,Dell,14931,12691.35,4.3,1958,15
9350,991,121,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,24879.8,3.17,Fast,50,Female,Chennai,Middle,Manager,No,0,Low,Mature Adults,New Customer,Home,Ikea,41458,24874.8,4,2293,40
9351,1018,167,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,10.67,Medium,64,Female,Ahmedabad,High,Business,Yes,3,Medium,Seniors,3-5 Years,Home,Ikea,4173,2503.8,4.3,1281,40
9352,214,33,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,3,37672.8,13.02,Medium,56,Female,Chennai,Middle,Designer,Yes,3,Low,Seniors,3-5 Years,Electronics,Sony,15697,12557.6,4.6,4941,20
9353,58,49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,27.89,Slow,31,Female,Ahmedabad,Middle,Business,No,0,Medium,Young Adult,New Customer,Electronics,Dell,26627,21301.6,4.4,2969,20
9354,168,178,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,42135,8.22,Fast,36,Female,Hyderabad,Low,Freelancer,Yes,7,Low,Mid Career,6-10 Years,Home,Philips,42135,42135,4.3,695,0
9355,614,75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,14.84,Medium,38,Female,Pune,Middle,Business,No,0,Medium,Mid Career,New Customer,Fashion,Adidas,40194,32155.2,4.5,3034,20
9356,199,211,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,2,38349.2,20.55,Medium,49,Male,Pune,Middle,Designer,Yes,9,Medium,Mature Adults,6-10 Years,Beauty,Maybelline,23962,19169.6,5,5659,20
9357,1055,139,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,3,79327.8,9.88,Fast,45,Female,Pune,High,Teacher,No,0,Medium,Mid Career,New Customer,Home,Milton,44071,26442.6,4.4,1419,40
9358,117,122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,19.88,Medium,39,Female,Hyderabad,Middle,Teacher,No,0,Medium,Mid Career,New Customer,Home,Philips,4875,3656.25,4.5,4058,25
9359,1184,36,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,3,17406.3,6.47,Fast,54,Male,Hyderabad,Low,Teacher,No,0,Low,Mature Adults,New Customer,Electronics,Sony,6826,5802.1,4.4,5268,15
9360,1312,122,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,10983.75,15.19,Medium,24,Male,Kolkata,Low,Business,Yes,7,High,Gen Z,6-10 Years,Home,Philips,4875,3656.25,4.5,4058,25
9361,1076,163,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,30.93,Slow,60,Female,Mumbai,Low,Engineer,No,0,High,Seniors,New Customer,Home,Milton,49647,47164.65,3.9,314,5
9362,1417,172,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,123354.4,7.53,Fast,36,Male,Delhi,Middle,Teacher,No,0,High,Mid Career,New Customer,Home,Ikea,44048,30833.6,4.4,1587,30
9363,1409,82,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,16268.15,4.96,Fast,37,Female,Bengaluru,Middle,Teacher,Yes,7,Medium,Mid Career,6-10 Years,Fashion,H&M,19139,16268.15,4.8,1022,15
9364,70,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,26551.7,10.25,Medium,47,Male,Kolkata,Middle,Business,Yes,7,Medium,Mature Adults,6-10 Years,Electronics,Sony,37931,26551.7,3.9,3065,30
9365,513,281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,43317,9.47,Fast,45,Male,Bengaluru,High,Manager,No,0,Medium,Mid Career,New Customer,Books,HarperCollins,48130,43317,4.4,6235,10
9366,1141,288,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,25.95,Slow,50,Female,Chennai,Middle,Designer,Yes,7,High,Mature Adults,6-10 Years,Books,Oxford,42229,33783.2,4.6,20,20
9367,510,272,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,4,119331,8.98,Fast,57,Male,Chennai,Low,Engineer,Yes,7,Low,Seniors,6-10 Years,Books,Penguin,39777,29832.75,4.5,5094,25
9368,1106,87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,60329.3,3.94,Fast,44,Female,Kolkata,Low,Manager,No,0,Medium,Mid Career,New Customer,Fashion,Zara,31747,30159.65,4.3,3114,5
9369,1162,181,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,22568,5.94,Fast,44,Female,Delhi,Middle,Analyst,Yes,6,Low,Mid Career,6-10 Years,Beauty,L'Oreal,37605,22563,4.5,5258,40
9370,1496,43,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,38652.4,12.62,Medium,55,Female,Ahmedabad,Middle,Manager,No,0,Medium,Mature Adults,New Customer,Electronics,Samsung,32202,19321.2,4,1596,40
9371,495,272,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,28.76,Slow,29,Female,Ahmedabad,Low,Designer,Yes,8,Low,Young Adult,6-10 Years,Books,Penguin,39777,29832.75,4.5,5094,25
9372,522,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,24.15,Medium,32,Female,Delhi,Middle,Designer,No,0,Low,Young Adult,New Customer,Electronics,Dell,15156,13640.4,4.6,5241,10
9373,37,142,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,4,61838.4,5.39,Fast,22,Male,Mumbai,Low,Freelancer,No,0,Medium,Gen Z,New Customer,Home,Milton,25766,15459.6,4.9,271,40
9374,429,258,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,23.51,Medium,18,Male,Delhi,Low,Student,Yes,2,Medium,Gen Z,1-2 Years,Books,Oxford,8937,6255.9,4.1,3859,30
9375,421,218,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,2659.65,17.07,Medium,51,Male,Chennai,Middle,Manager,Yes,10,Low,Mature Adults,6-10 Years,Beauty,Nivea,3129,2659.65,4.9,2633,15
9376,680,259,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,755.4,2.09,Fast,19,Female,Mumbai,Low,Analyst,No,0,Medium,Gen Z,New Customer,Books,Pearson,1259,755.4,4.5,740,40
9377,632,149,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,12166,16.33,Medium,47,Male,Delhi,Middle,Doctor,Yes,2,High,Mature Adults,1-2 Years,Home,Prestige,12166,12166,4.7,3053,0
9378,1285,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2135.1,17.33,Medium,31,Male,Kolkata,High,Student,Yes,3,Low,Young Adult,3-5 Years,Electronics,Samsung,3043,2130.1,4,1943,30
9379,1161,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,17.11,Medium,35,Female,Ahmedabad,High,Freelancer,No,0,Low,Young Adult,New Customer,Electronics,Sony,17501,16625.95,4.2,2078,5
9380,1093,46,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,16.6,Medium,23,Female,Delhi,Low,Analyst,Yes,7,Low,Gen Z,6-10 Years,Electronics,Samsung,27304,27304,4.3,4243,0
9381,8,18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,70241.5,5.59,Fast,35,Female,Hyderabad,Middle,Doctor,No,0,Low,Young Adult,New Customer,Electronics,Apple,46821,35115.75,4.6,302,25
9382,708,135,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,3,110172.3,32.03,Slow,49,Female,Hyderabad,High,Teacher,No,0,Low,Mature Adults,New Customer,Home,Ikea,40799,36719.1,4.1,2735,10
9383,1095,16,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,1,19748.3,18.97,Medium,44,Female,Chennai,Middle,Student,No,0,High,Mid Career,New Customer,Electronics,Apple,21937,19743.3,4.1,5834,10
9384,367,56,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,48165,4.99,Fast,58,Male,Mumbai,Low,Student,No,0,Low,Seniors,New Customer,Electronics,Apple,25350,24082.5,3.5,2452,5
9385,638,126,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,58007.8,13.37,Medium,58,Female,Hyderabad,Middle,Student,Yes,5,Medium,Seniors,3-5 Years,Home,Prestige,41427,28998.9,3.8,4152,30
9386,1091,221,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,10129.1,17.66,Medium,37,Male,Ahmedabad,Low,Freelancer,Yes,7,High,Mid Career,6-10 Years,Beauty,L'Oreal,11249,10124.1,4.5,2441,10
9387,1192,203,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,24.72,Medium,24,Male,Kolkata,Low,Student,No,0,High,Gen Z,New Customer,Beauty,Nivea,2560,2432,4.1,3621,5
9388,1282,18,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,2,70231.5,7.44,Fast,23,Male,Mumbai,Middle,Teacher,Yes,10,High,Gen Z,6-10 Years,Electronics,Apple,46821,35115.75,4.6,302,25
9389,645,271,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,92006,4.83,Fast,64,Male,Mumbai,Middle,Freelancer,No,0,Medium,Seniors,New Customer,Books,Pearson,30662,22996.5,4.6,466,25
9390,600,165,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,42069.6,7.14,Fast,21,Female,Kolkata,Middle,Manager,Yes,9,Low,Gen Z,6-10 Years,Home,Philips,46744,42069.6,4.5,3631,10
9391,575,105,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,3,21038.4,7.91,Fast,45,Male,Pune,Low,Freelancer,No,0,Low,Mid Career,New Customer,Fashion,H&M,11688,7012.8,4.5,9434,40
9392,1003,115,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,3,62772,2.62,Fast,23,Male,Delhi,Middle,Student,Yes,6,High,Gen Z,6-10 Years,Fashion,Adidas,34865,20919,4,3723,40
9393,630,255,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,16.5,Medium,21,Male,Ahmedabad,High,Student,Yes,2,Low,Gen Z,1-2 Years,Books,Penguin,30969,29420.55,4.3,1004,5
9394,601,140,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,19316.6,10.5,Medium,47,Male,Delhi,High,Teacher,No,0,Medium,Mature Adults,New Customer,Home,Prestige,20328,19311.6,4.3,1806,5
9395,253,74,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,14215.2,6.74,Fast,38,Female,Pune,Middle,Engineer,No,0,High,Mid Career,New Customer,Fashion,Adidas,6762,4733.4,3.8,123,30
9396,718,128,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,14.67,Medium,51,Male,Pune,Middle,Teacher,No,0,High,Mature Adults,New Customer,Home,Ikea,39339,35405.1,3.7,1628,10
9397,356,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,20.85,Medium,54,Female,Pune,Middle,Doctor,Yes,9,Low,Mature Adults,6-10 Years,Electronics,Apple,16616,14954.4,4.6,2808,10
9398,788,46,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,54608,18.23,Medium,20,Female,Delhi,Low,Business,No,0,Low,Gen Z,New Customer,Electronics,Samsung,27304,27304,4.3,4243,0
9399,1333,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,2174,14.43,Medium,50,Male,Hyderabad,Middle,Business,Yes,5,High,Mature Adults,3-5 Years,Fashion,Adidas,2892,2169,4,20,25
9400,1164,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,21.52,Medium,48,Female,Pune,High,Teacher,No,0,High,Mature Adults,New Customer,Fashion,Zara,20256,20256,3.9,3352,0
9401,718,105,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,7017.8,12.91,Medium,51,Male,Pune,Middle,Teacher,No,0,High,Mature Adults,New Customer,Fashion,H&M,11688,7012.8,4.5,9434,40
9402,1467,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,3,38946,3.9,Fast,34,Male,Pune,Low,Doctor,Yes,4,Low,Young Adult,3-5 Years,Electronics,Sony,12977,12977,3.8,2854,0
9403,1471,184,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,8.1,Fast,31,Female,Mumbai,Middle,Business,No,0,Low,Young Adult,New Customer,Beauty,Maybelline,21307,21307,4.4,2522,0
9404,667,35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,4,86671.2,8.86,Fast,37,Male,Bengaluru,Middle,Student,Yes,10,Low,Mid Career,6-10 Years,Electronics,Sony,36113,21667.8,4.4,1338,40
9405,1146,66,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,5.35,Fast,61,Male,Delhi,Low,Engineer,Yes,10,High,Seniors,6-10 Years,Fashion,H&M,3271,2943.9,3.7,2623,10
9406,514,294,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,15015,9.46,Fast,24,Female,Kolkata,Middle,Teacher,No,0,High,Gen Z,New Customer,Books,Penguin,25025,15015,4.1,970,40
9407,1318,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,20.17,Medium,31,Female,Pune,High,Manager,No,0,Medium,Young Adult,New Customer,Electronics,Dell,15156,13640.4,4.6,5241,10
9408,561,84,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,4,94722.6,22.5,Medium,54,Male,Pune,Low,Designer,No,0,Medium,Mature Adults,New Customer,Fashion,H&M,24927,23680.65,4.6,5914,5
9409,388,151,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,12338.5,11.96,Medium,41,Male,Pune,Low,Engineer,No,0,Low,Mid Career,New Customer,Home,Milton,14510,12333.5,4,1491,15
9410,201,93,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,26268.8,9.9,Fast,51,Male,Kolkata,Middle,Business,No,0,Medium,Mature Adults,New Customer,Fashion,Nike,32836,26268.8,4.2,3785,20
9411,1264,97,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,29994.2,12.55,Medium,28,Male,Mumbai,High,Manager,No,0,Medium,Young Adult,New Customer,Fashion,Adidas,49982,29989.2,4.4,257,40
9412,446,39,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,30743.4,11.1,Medium,23,Female,Chennai,High,Engineer,Yes,3,High,Gen Z,3-5 Years,Electronics,Samsung,43912,30738.4,4.3,1961,30
9413,1220,128,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,4,141620.4,12.11,Medium,61,Male,Mumbai,High,Analyst,No,0,High,Seniors,New Customer,Home,Ikea,39339,35405.1,3.7,1628,10
9414,130,227,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,2,78601.6,12.34,Medium,54,Female,Pune,Middle,Student,Yes,5,Low,Mature Adults,3-5 Years,Beauty,L'Oreal,43662,39295.8,3.9,3407,10
9415,752,177,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,63889,4.12,Fast,46,Male,Chennai,Middle,Doctor,Yes,10,Medium,Mature Adults,6-10 Years,Home,Philips,45635,31944.5,4.6,2212,30
9416,642,278,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,23917,5.94,Fast,53,Female,Hyderabad,Middle,Student,No,0,High,Mature Adults,New Customer,Books,Penguin,23912,23912,4.4,1758,0
9417,659,210,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,18.36,Medium,56,Female,Chennai,Low,Business,No,0,Medium,Seniors,New Customer,Beauty,Nivea,42959,40811.05,4.8,2621,5
9418,252,237,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,39770.55,10.9,Medium,53,Female,Hyderabad,Low,Business,No,0,High,Mature Adults,New Customer,Beauty,Lakme,46783,39765.55,3.7,4960,15
9419,111,130,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,23.23,Medium,53,Male,Bengaluru,Low,Doctor,Yes,8,Low,Mature Adults,6-10 Years,Home,Prestige,12186,9748.8,4.5,3894,20
9420,520,184,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,21307,10.89,Medium,21,Female,Bengaluru,Middle,Student,Yes,3,High,Gen Z,3-5 Years,Beauty,Maybelline,21307,21307,4.4,2522,0
9421,706,174,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,11829.6,10.09,Medium,29,Female,Pune,Middle,Manager,Yes,5,Medium,Young Adult,3-5 Years,Home,Ikea,13144,11829.6,3.7,20,10
9422,1191,244,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,4,74073,5.48,Fast,55,Female,Pune,Low,Manager,No,0,Medium,Mature Adults,New Customer,Books,HarperCollins,24691,18518.25,4,553,25
9423,694,151,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,20.66,Medium,44,Male,Mumbai,Low,Manager,No,0,Low,Mid Career,New Customer,Home,Milton,14510,12333.5,4,1491,15
9424,369,122,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,7312.5,27.21,Slow,62,Female,Mumbai,Low,Teacher,Yes,7,Medium,Seniors,6-10 Years,Home,Philips,4875,3656.25,4.5,4058,25
9425,394,22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,12696.35,17.09,Medium,41,Male,Ahmedabad,Low,Analyst,No,0,Medium,Mid Career,New Customer,Electronics,Dell,14931,12691.35,4.3,1958,15
9426,918,258,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,15.36,Medium,56,Male,Kolkata,Low,Manager,Yes,7,High,Seniors,6-10 Years,Books,Oxford,8937,6255.9,4.1,3859,30
9427,654,131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,6162.1,12.92,Medium,20,Male,Mumbai,Middle,Engineer,No,0,Low,Gen Z,New Customer,Home,Ikea,8803,6162.1,3.9,2392,30
9428,1352,240,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,3,40038.9,1,Fast,25,Male,Pune,High,Doctor,Yes,3,Low,Gen Z,3-5 Years,Beauty,Nivea,19059,13341.3,5,4515,30
9429,660,204,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,56957.4,9.49,Fast,46,Male,Bengaluru,High,Doctor,Yes,1,High,Mature Adults,1-2 Years,Beauty,Maybelline,31643,28478.7,3.9,2243,10
9430,851,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,11067.6,6.08,Fast,43,Male,Hyderabad,Middle,Freelancer,Yes,6,Low,Mid Career,6-10 Years,Electronics,Sony,18446,11067.6,4.5,2251,40
9431,96,196,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,24.19,Medium,54,Female,Hyderabad,High,Freelancer,Yes,4,Low,Mature Adults,3-5 Years,Beauty,Nivea,42562,25537.2,3.9,3385,40
9432,291,147,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,2,73686.4,5.92,Fast,34,Female,Mumbai,Low,Freelancer,No,0,High,Young Adult,New Customer,Home,Milton,46054,36843.2,4.1,4029,20
9433,1276,72,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,16.59,Medium,60,Male,Pune,Middle,Business,No,0,Low,Seniors,New Customer,Fashion,Nike,5515,5239.25,3.7,2832,5
9434,518,80,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,5608.3,3.53,Fast,52,Female,Kolkata,Middle,Freelancer,Yes,2,High,Mature Adults,1-2 Years,Fashion,H&M,6598,5608.3,3.8,3681,15
9435,632,192,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,10.53,Medium,47,Male,Delhi,Middle,Doctor,Yes,2,High,Mature Adults,1-2 Years,Beauty,Maybelline,18378,15621.3,3.5,1553,15
9436,886,26,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,4,116762.4,5.31,Fast,60,Male,Bengaluru,Middle,Engineer,Yes,7,Medium,Seniors,6-10 Years,Electronics,Apple,34336,29185.6,4.4,1806,15
9437,87,182,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,15426.1,5.7,Fast,30,Male,Ahmedabad,Low,Business,No,0,Medium,Young Adult,New Customer,Beauty,L'Oreal,8119,7713.05,4.3,3223,5
9438,760,254,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,4,31427.6,12.35,Medium,26,Female,Bengaluru,Middle,Business,Yes,8,High,Young Adult,6-10 Years,Books,HarperCollins,11217,7851.9,4.1,944,30
9439,520,27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,27519.85,10.81,Medium,21,Female,Bengaluru,Middle,Student,Yes,3,High,Gen Z,3-5 Years,Electronics,Apple,28963,27514.85,4,3601,5
9440,223,3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,16630.95,7.05,Fast,43,Female,Mumbai,High,Manager,No,0,Medium,Mid Career,New Customer,Electronics,Sony,17501,16625.95,4.2,2078,5
9441,628,19,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,54921.9,10.26,Medium,35,Female,Mumbai,Middle,Business,No,0,Low,Young Adult,New Customer,Electronics,Apple,28901,27455.95,4.4,20,5
9442,671,220,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,6.45,Fast,43,Male,Hyderabad,Middle,Engineer,Yes,10,High,Mid Career,6-10 Years,Beauty,Nivea,38346,26842.2,3.6,2400,30
9443,280,255,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,4,117702.2,10.71,Medium,29,Male,Delhi,High,Student,Yes,3,Medium,Young Adult,3-5 Years,Books,Penguin,30969,29420.55,4.3,1004,5
9444,815,297,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,4,39632.8,6.61,Fast,19,Female,Kolkata,Middle,Teacher,Yes,4,Medium,Gen Z,3-5 Years,Books,Pearson,12379,9903.2,4.5,3100,20
9445,1120,9,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,2,53113.4,10.98,Medium,50,Male,Kolkata,Low,Designer,Yes,9,Medium,Mature Adults,6-10 Years,Electronics,Sony,37931,26551.7,3.9,3065,30
9446,401,145,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,67254.4,12.2,Medium,33,Female,Chennai,Low,Analyst,No,0,High,Young Adult,New Customer,Home,Philips,42034,33627.2,4.4,1379,20
9447,1450,15,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,9657.7,17.7,Medium,52,Male,Kolkata,Middle,Designer,Yes,1,Medium,Mature Adults,1-2 Years,Electronics,Sony,5681,4828.85,4.1,1974,15
9448,919,112,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,27635.4,14.9,Medium,33,Female,Ahmedabad,Low,Engineer,No,0,High,Young Adult,New Customer,Fashion,Zara,34538,27630.4,4.6,20,20
9449,1160,93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,3.42,Fast,62,Male,Mumbai,Middle,Freelancer,No,0,High,Seniors,New Customer,Fashion,Nike,32836,26268.8,4.2,3785,20
9450,106,182,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,4,30872.2,8.63,Fast,48,Female,Ahmedabad,Middle,Engineer,Yes,5,Low,Mature Adults,3-5 Years,Beauty,L'Oreal,8119,7713.05,4.3,3223,5
9451,1152,273,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,3,63910.5,11.17,Medium,28,Male,Mumbai,Low,Business,Yes,3,Low,Young Adult,3-5 Years,Books,Oxford,28398,21298.5,3.3,1065,25
9452,505,242,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,32501,22.24,Medium,49,Male,Mumbai,Middle,Designer,Yes,8,Medium,Mature Adults,6-10 Years,Books,Oxford,32501,32501,3.7,2866,0
9453,1066,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,17.85,Medium,33,Female,Chennai,Middle,Teacher,No,0,High,Young Adult,New Customer,Electronics,Sony,12977,12977,3.8,2854,0
9454,1207,73,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,17.14,Medium,18,Male,Mumbai,Low,Manager,No,0,Low,Gen Z,New Customer,Fashion,H&M,1820,1820,4.4,3907,0
9455,376,83,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,14.99,Medium,31,Female,Delhi,Middle,Teacher,No,0,Medium,Young Adult,New Customer,Fashion,H&M,1628,976.8,4.7,3243,40
